Question,Answer
What was the maximum salary per annum offered to graduates of the BE Production Engineering (SW) program in the academic year 2022-2023?,"The maximum salary per annum offered to graduates of the BE Production Engineering (SW) program in the academic year 2022-2023 was Rs. 12,10,912."
What was the maximum salary per annum offered to graduates of the BE Production Engineering (SW) program in the academic year 2021-2022?,"The maximum salary per annum offered to graduates of the BE Production Engineering (SW) program in the academic year 2021-2022 was Rs. 12,50,000."
What was the maximum salary per annum offered to graduates of the BE Production Engineering (SW) program in the academic year 2020-2021?,"The maximum salary per annum offered to graduates of the BE Production Engineering (SW) program in the academic year 2020-2021 was Rs. 13,70,000."
What was the average salary per annum offered to graduates of the BE Production Engineering (SW) program in the academic year 2022-2023?,"The average salary per annum offered to graduates of the BE Production Engineering (SW) program in the academic year 2022-2023 was Rs. 5,73,266."
What was the average salary per annum offered to graduates of the BE Production Engineering (SW) program in the academic year 2021-2022?,"The average salary per annum offered to graduates of the BE Production Engineering (SW) program in the academic year 2021-2022 was Rs. 5,48,052."
What was the average salary per annum offered to graduates of the BE Production Engineering (SW) program in the academic year 2020-2021?,"The average salary per annum offered to graduates of the BE Production Engineering (SW) program in the academic year 2020-2021 was Rs. 3,93,206."
How many students from the ME Manufacturing Engineering program secured placements in companies during the academic year 2022-2023?,1 students from the ME Manufacturing Engineering program secured placements in companies during the academic year 2022-2023.
How many students from the ME Manufacturing Engineering program secured placements in companies during the academic year 2021-2022?,1 students from the ME Manufacturing Engineering program secured placements in companies during the academic year 2021-2022.
How many students from the ME Manufacturing Engineering program secured placements in companies during the academic year 2020-2021?,12 students from the ME Manufacturing Engineering program secured placements in companies during the academic year 2020-2021.
What was the minimum salary per annum offered to graduates of the ME Manufacturing Engineering program in the academic year 2022-2023?,"The minimum salary per annum offered to graduates of the ME Manufacturing Engineering program in the academic year 2022-2023 was Rs. 7,00,000."
What was the minimum salary per annum offered to graduates of the ME Manufacturing Engineering program in the academic year 2021-2022?,"The minimum salary per annum offered to graduates of the ME Manufacturing Engineering program in the academic year 2021-2022 was Rs. 3,00,000."
